Economy,Indicator,Unit of Measure,Year,Value
Kiribati,"Domestic Material Consumption, All (t million)",metric ton,2014,541411.0699
Marshall Islands,"Domestic Material Consumption, All (t million)",metric ton,2014,68304.08
"Micronesia, Federated States of","Domestic Material Consumption, All (t million)",metric ton,2014,374447.17449
Nauru,"Domestic Material Consumption, All (t million)",metric ton,2014,193608.177
Palau,"Domestic Material Consumption, All (t million)",metric ton,2014,172380.03658
Papua New Guinea,"Domestic Material Consumption, All (t million)",metric ton,2014,62246029.39381
Samoa,"Domestic Material Consumption, All (t million)",metric ton,2014,1426291.24341
Solomon Islands,"Domestic Material Consumption, All (t million)",metric ton,2014,3088985.31385
Tonga,"Domestic Material Consumption, All (t million)",metric ton,2014,2840613.00049
Tuvalu,"Domestic Material Consumption, All (t million)",metric ton,2014,11204.58
Vanuatu,"Domestic Material Consumption, All (t million)",metric ton,2014,2348096.07919
Australia,"Domestic Material Consumption, All (t million)",metric ton,2014,913066695.59426
Japan,"Domestic Material Consumption, All (t million)",metric ton,2014,1248333135.8114
New Zealand,"Domestic Material Consumption, All (t million)",metric ton,2014,169841137.57588
"Taipei,China","Domestic Material Consumption, All (t million)",metric ton,2015,289660300.0
Afghanistan,"Domestic Material Consumption, All (t million)",metric ton,2015,49945081.91355
Armenia,"Domestic Material Consumption, All (t million)",metric ton,2015,40624529.895
Azerbaijan,"Domestic Material Consumption, All (t million)",metric ton,2015,81294471.64565
Georgia,"Domestic Material Consumption, All (t million)",metric ton,2015,36800794.70109
Kazakhstan,"Domestic Material Consumption, All (t million)",metric ton,2015,505810098.93626
Kyrgyz Republic,"Domestic Material Consumption, All (t million)",metric ton,2015,43735937.58044
Pakistan,"Domestic Material Consumption, All (t million)",metric ton,2015,694582321.81981
Tajikistan,"Domestic Material Consumption, All (t million)",metric ton,2015,34338999.77909
Turkmenistan,"Domestic Material Consumption, All (t million)",metric ton,2015,70403977.18757
Uzbekistan,"Domestic Material Consumption, All (t million)",metric ton,2015,284726504.25421
"China, People's Republic of","Domestic Material Consumption, All (t million)",metric ton,2015,32338837121.97
"Hong Kong, China","Domestic Material Consumption, All (t million)",metric ton,2015,83554603.94326
"Korea, Republic of","Domestic Material Consumption, All (t million)",metric ton,2015,876795357.68797
Mongolia,"Domestic Material Consumption, All (t million)",metric ton,2015,220153671.93718
Bangladesh,"Domestic Material Consumption, All (t million)",metric ton,2015,398100311.33076
Bhutan,"Domestic Material Consumption, All (t million)",metric ton,2015,16798506.63627
India,"Domestic Material Consumption, All (t million)",metric ton,2015,6616013168.3911
Maldives,"Domestic Material Consumption, All (t million)",metric ton,2015,3487408.68107
Nepal,"Domestic Material Consumption, All (t million)",metric ton,2015,119814075.67081
Sri Lanka,"Domestic Material Consumption, All (t million)",metric ton,2015,116625877.27704
Brunei Darussalam,"Domestic Material Consumption, All (t million)",metric ton,2015,8446210.63875
Cambodia,"Domestic Material Consumption, All (t million)",metric ton,2015,91098998.61681
Indonesia,"Domestic Material Consumption, All (t million)",metric ton,2015,1669996261.1031
Lao People's Democratic Republic,"Domestic Material Consumption, All (t million)",metric ton,2015,83949463.52738
Malaysia,"Domestic Material Consumption, All (t million)",metric ton,2015,560864869.98956
Myanmar,"Domestic Material Consumption, All (t million)",metric ton,2015,285873201.9297
Philippines,"Domestic Material Consumption, All (t million)",metric ton,2015,756080726.49793
Singapore,"Domestic Material Consumption, All (t million)",metric ton,2015,109996842.51142
Thailand,"Domestic Material Consumption, All (t million)",metric ton,2015,773316667.01451
Timor-Leste,"Domestic Material Consumption, All (t million)",metric ton,2015,3516227.16257
Viet Nam,"Domestic Material Consumption, All (t million)",metric ton,2015,1179723988.6903
Cook Islands,"Domestic Material Consumption, All (t million)",metric ton,2015,70401.00352
Fiji,"Domestic Material Consumption, All (t million)",metric ton,2015,7119608.01172
Kiribati,"Domestic Material Consumption, All (t million)",metric ton,2015,637264.80602
Marshall Islands,"Domestic Material Consumption, All (t million)",metric ton,2015,93393.6
"Micronesia, Federated States of","Domestic Material Consumption, All (t million)",metric ton,2015,369193.09598
Nauru,"Domestic Material Consumption, All (t million)",metric ton,2015,133525.967
Palau,"Domestic Material Consumption, All (t million)",metric ton,2015,165384.77443
Papua New Guinea,"Domestic Material Consumption, All (t million)",metric ton,2015,60015956.90169
Samoa,"Domestic Material Consumption, All (t million)",metric ton,2015,1458964.37927
Solomon Islands,"Domestic Material Consumption, All (t million)",metric ton,2015,3987403.70574
Tonga,"Domestic Material Consumption, All (t million)",metric ton,2015,3041802.17404
Tuvalu,"Domestic Material Consumption, All (t million)",metric ton,2015,11726.78
Vanuatu,"Domestic Material Consumption, All (t million)",metric ton,2015,2278594.68877
Australia,"Domestic Material Consumption, All (t million)",metric ton,2015,910965202.36941
Japan,"Domestic Material Consumption, All (t million)",metric ton,2015,1204926151.1696
New Zealand,"Domestic Material Consumption, All (t million)",metric ton,2015,160030654.01835
"Taipei,China","Domestic Material Consumption, All (t million)",metric ton,2016,276610300.0
Afghanistan,"Domestic Material Consumption, All (t million)",metric ton,2016,50249368.68881
Armenia,"Domestic Material Consumption, All (t million)",metric ton,2016,51994819.93672
Azerbaijan,"Domestic Material Consumption, All (t million)",metric ton,2016,78293639.72205
Georgia,"Domestic Material Consumption, All (t million)",metric ton,2016,39342117.09066
Kazakhstan,"Domestic Material Consumption, All (t million)",metric ton,2016,517260841.81999
Kyrgyz Republic,"Domestic Material Consumption, All (t million)",metric ton,2016,42289975.00247
Pakistan,"Domestic Material Consumption, All (t million)",metric ton,2016,775065982.22714
Tajikistan,"Domestic Material Consumption, All (t million)",metric ton,2016,41013332.26018
Turkmenistan,"Domestic Material Consumption, All (t million)",metric ton,2016,71967251.40614
Uzbekistan,"Domestic Material Consumption, All (t million)",metric ton,2016,310959170.81604
"China, People's Republic of","Domestic Material Consumption, All (t million)",metric ton,2016,32460235530.206
"Hong Kong, China","Domestic Material Consumption, All (t million)",metric ton,2016,82500855.64155
"Korea, Republic of","Domestic Material Consumption, All (t million)",metric ton,2016,931200941.98501
Mongolia,"Domestic Material Consumption, All (t million)",metric ton,2016,234741229.84824
Bangladesh,"Domestic Material Consumption, All (t million)",metric ton,2016,379931898.45878
Bhutan,"Domestic Material Consumption, All (t million)",metric ton,2016,18814906.0816
India,"Domestic Material Consumption, All (t million)",metric ton,2016,6818794101.2069
Maldives,"Domestic Material Consumption, All (t million)",metric ton,2016,3625090.12912
Nepal,"Domestic Material Consumption, All (t million)",metric ton,2016,143996000.89605
Sri Lanka,"Domestic Material Consumption, All (t million)",metric ton,2016,77215580.02657
Brunei Darussalam,"Domestic Material Consumption, All (t million)",metric ton,2016,8764864.52184
Cambodia,"Domestic Material Consumption, All (t million)",metric ton,2016,94976103.87289
Indonesia,"Domestic Material Consumption, All (t million)",metric ton,2016,1629017586.7093
Lao People's Democratic Republic,"Domestic Material Consumption, All (t million)",metric ton,2016,96349406.46988
Malaysia,"Domestic Material Consumption, All (t million)",metric ton,2016,581774802.92197
Myanmar,"Domestic Material Consumption, All (t million)",metric ton,2016,308312319.33373
Philippines,"Domestic Material Consumption, All (t million)",metric ton,2016,815531889.40736
Singapore,"Domestic Material Consumption, All (t million)",metric ton,2016,154077902.56382
Thailand,"Domestic Material Consumption, All (t million)",metric ton,2016,791240900.67362
Timor-Leste,"Domestic Material Consumption, All (t million)",metric ton,2016,3562938.81327
Viet Nam,"Domestic Material Consumption, All (t million)",metric ton,2016,878605160.18458
Cook Islands,"Domestic Material Consumption, All (t million)",metric ton,2016,69996.56523
Fiji,"Domestic Material Consumption, All (t million)",metric ton,2016,8276294.02425
Kiribati,"Domestic Material Consumption, All (t million)",metric ton,2016,559475.04516
Marshall Islands,"Domestic Material Consumption, All (t million)",metric ton,2016,103608.4
"Micronesia, Federated States of","Domestic Material Consumption, All (t million)",metric ton,2016,399127.63779
Nauru,"Domestic Material Consumption, All (t million)",metric ton,2016,155714.207
Palau,"Domestic Material Consumption, All (t million)",metric ton,2016,178671.61099
Papua New Guinea,"Domestic Material Consumption, All (t million)",metric ton,2016,66299285.17805
Samoa,"Domestic Material Consumption, All (t million)",metric ton,2016,1461759.63334
Solomon Islands,"Domestic Material Consumption, All (t million)",metric ton,2016,4309654.02773
Tonga,"Domestic Material Consumption, All (t million)",metric ton,2016,3230640.69959
Tuvalu,"Domestic Material Consumption, All (t million)",metric ton,2016,11273.4885
Vanuatu,"Domestic Material Consumption, All (t million)",metric ton,2016,2944932.51834
Australia,"Domestic Material Consumption, All (t million)",metric ton,2016,875711500.40709
Japan,"Domestic Material Consumption, All (t million)",metric ton,2016,1162053714.9712
New Zealand,"Domestic Material Consumption, All (t million)",metric ton,2016,160282401.36491
"Taipei,China","Domestic Material Consumption, All (t million)",metric ton,2017,277044600.0
Afghanistan,"Domestic Material Consumption, All (t million)",metric ton,2017,45272230.1041
Armenia,"Domestic Material Consumption, All (t million)",metric ton,2017,52829008.09989
Azerbaijan,"Domestic Material Consumption, All (t million)",metric ton,2017,85331374.42614
Georgia,"Domestic Material Consumption, All (t million)",metric ton,2017,41655423.299
Kazakhstan,"Domestic Material Consumption, All (t million)",metric ton,2017,542910029.48061
Kyrgyz Republic,"Domestic Material Consumption, All (t million)",metric ton,2017,46616835.69109
Pakistan,"Domestic Material Consumption, All (t million)",metric ton,2017,836579974.36861
Tajikistan,"Domestic Material Consumption, All (t million)",metric ton,2017,50654343.66511
Turkmenistan,"Domestic Material Consumption, All (t million)",metric ton,2017,71819750.89471
Uzbekistan,"Domestic Material Consumption, All (t million)",metric ton,2017,292630533.58412
"China, People's Republic of","Domestic Material Consumption, All (t million)",metric ton,2017,32370861124.777
"Hong Kong, China","Domestic Material Consumption, All (t million)",metric ton,2017,106644504.22417
"Korea, Republic of","Domestic Material Consumption, All (t million)",metric ton,2017,949666842.9578
Mongolia,"Domestic Material Consumption, All (t million)",metric ton,2017,235359669.06486
Bangladesh,"Domestic Material Consumption, All (t million)",metric ton,2017,400710687.76254
Bhutan,"Domestic Material Consumption, All (t million)",metric ton,2017,19296077.84609
India,"Domestic Material Consumption, All (t million)",metric ton,2017,6904394845.3489
Maldives,"Domestic Material Consumption, All (t million)",metric ton,2017,4411728.66133
Nepal,"Domestic Material Consumption, All (t million)",metric ton,2017,156491102.22776
Sri Lanka,"Domestic Material Consumption, All (t million)",metric ton,2017,141092763.92183
Brunei Darussalam,"Domestic Material Consumption, All (t million)",metric ton,2017,10183210.99066
Cambodia,"Domestic Material Consumption, All (t million)",metric ton,2017,101555399.3239
Indonesia,"Domestic Material Consumption, All (t million)",metric ton,2017,1694262031.357
Lao People's Democratic Republic,"Domestic Material Consumption, All (t million)",metric ton,2017,98138344.57063
Malaysia,"Domestic Material Consumption, All (t million)",metric ton,2017,675645008.84067
Myanmar,"Domestic Material Consumption, All (t million)",metric ton,2017,330838139.72013
Philippines,"Domestic Material Consumption, All (t million)",metric ton,2017,851864353.59888
Singapore,"Domestic Material Consumption, All (t million)",metric ton,2017,117670634.53243
Thailand,"Domestic Material Consumption, All (t million)",metric ton,2017,792765621.10112
Timor-Leste,"Domestic Material Consumption, All (t million)",metric ton,2017,5856252.87243
Viet Nam,"Domestic Material Consumption, All (t million)",metric ton,2017,853328424.77915
Cook Islands,"Domestic Material Consumption, All (t million)",metric ton,2017,72314.60964
Fiji,"Domestic Material Consumption, All (t million)",metric ton,2017,5574033.9564
Kiribati,"Domestic Material Consumption, All (t million)",metric ton,2017,577115.34782
Marshall Islands,"Domestic Material Consumption, All (t million)",metric ton,2017,117380.42
"Micronesia, Federated States of","Domestic Material Consumption, All (t million)",metric ton,2017,394629.18956
Nauru,"Domestic Material Consumption, All (t million)",metric ton,2017,166587.287
Palau,"Domestic Material Consumption, All (t million)",metric ton,2017,189840.56597
Papua New Guinea,"Domestic Material Consumption, All (t million)",metric ton,2017,70946207.47109
Samoa,"Domestic Material Consumption, All (t million)",metric ton,2017,1520339.46903
Solomon Islands,"Domestic Material Consumption, All (t million)",metric ton,2017,5454310.60649
Tonga,"Domestic Material Consumption, All (t million)",metric ton,2017,3427885.17628
Tuvalu,"Domestic Material Consumption, All (t million)",metric ton,2017,14847.91087
Vanuatu,"Domestic Material Consumption, All (t million)",metric ton,2017,2702872.46171
Australia,"Domestic Material Consumption, All (t million)",metric ton,2017,991531559.52332
Japan,"Domestic Material Consumption, All (t million)",metric ton,2017,1196162191.5581
New Zealand,"Domestic Material Consumption, All (t million)",metric ton,2017,161102998.21143
"Taipei,China","Domestic Material Consumption, All (t million)",metric ton,2018,280014600.0
Afghanistan,"Domestic Material Consumption, All (t million)",metric ton,2018,47047069.19774
Armenia,"Domestic Material Consumption, All (t million)",metric ton,2018,47296542.3485
Azerbaijan,"Domestic Material Consumption, All (t million)",metric ton,2018,93373358.03478
Georgia,"Domestic Material Consumption, All (t million)",metric ton,2018,43252735.43727
Kazakhstan,"Domestic Material Consumption, All (t million)",metric ton,2018,544949555.5895
Kyrgyz Republic,"Domestic Material Consumption, All (t million)",metric ton,2018,58461130.14383
Pakistan,"Domestic Material Consumption, All (t million)",metric ton,2018,850948618.25308
Tajikistan,"Domestic Material Consumption, All (t million)",metric ton,2018,56586959.86856
Turkmenistan,"Domestic Material Consumption, All (t million)",metric ton,2018,73346635.98106
Uzbekistan,"Domestic Material Consumption, All (t million)",metric ton,2018,327924011.66583
"China, People's Republic of","Domestic Material Consumption, All (t million)",metric ton,2018,31485799968.486
"Hong Kong, China","Domestic Material Consumption, All (t million)",metric ton,2018,110184518.70279
"Korea, Republic of","Domestic Material Consumption, All (t million)",metric ton,2018,932499258.93954
Mongolia,"Domestic Material Consumption, All (t million)",metric ton,2018,234929603.03074
Bangladesh,"Domestic Material Consumption, All (t million)",metric ton,2018,405482604.24473
Bhutan,"Domestic Material Consumption, All (t million)",metric ton,2018,20117818.56829
India,"Domestic Material Consumption, All (t million)",metric ton,2018,7285392980.9497
Maldives,"Domestic Material Consumption, All (t million)",metric ton,2018,6255996.6839
Nepal,"Domestic Material Consumption, All (t million)",metric ton,2018,155765727.9586
Sri Lanka,"Domestic Material Consumption, All (t million)",metric ton,2018,78124289.44683
Brunei Darussalam,"Domestic Material Consumption, All (t million)",metric ton,2018,7148226.64395
Cambodia,"Domestic Material Consumption, All (t million)",metric ton,2018,114742358.79667
Indonesia,"Domestic Material Consumption, All (t million)",metric ton,2018,1769323021.1134
Lao People's Democratic Republic,"Domestic Material Consumption, All (t million)",metric ton,2018,101403519.40467
Malaysia,"Domestic Material Consumption, All (t million)",metric ton,2018,677773119.21178
Myanmar,"Domestic Material Consumption, All (t million)",metric ton,2018,335448634.40706
Philippines,"Domestic Material Consumption, All (t million)",metric ton,2018,863024884.20211
Singapore,"Domestic Material Consumption, All (t million)",metric ton,2018,171064622.13018
Thailand,"Domestic Material Consumption, All (t million)",metric ton,2018,813661004.93049
Timor-Leste,"Domestic Material Consumption, All (t million)",metric ton,2018,5749052.80935
Viet Nam,"Domestic Material Consumption, All (t million)",metric ton,2018,865861400.58967
Cook Islands,"Domestic Material Consumption, All (t million)",metric ton,2018,70331.48769
Fiji,"Domestic Material Consumption, All (t million)",metric ton,2018,4865342.38999
Kiribati,"Domestic Material Consumption, All (t million)",metric ton,2018,629595.22686
Marshall Islands,"Domestic Material Consumption, All (t million)",metric ton,2018,113159.02
"Micronesia, Federated States of","Domestic Material Consumption, All (t million)",metric ton,2018,381320.28033
Nauru,"Domestic Material Consumption, All (t million)",metric ton,2018,101763.887
Palau,"Domestic Material Consumption, All (t million)",metric ton,2018,163104.531
Papua New Guinea,"Domestic Material Consumption, All (t million)",metric ton,2018,72485687.69593
Samoa,"Domestic Material Consumption, All (t million)",metric ton,2018,1526632.02924
Solomon Islands,"Domestic Material Consumption, All (t million)",metric ton,2018,5373071.5638
Tonga,"Domestic Material Consumption, All (t million)",metric ton,2018,3636814.82833
Tuvalu,"Domestic Material Consumption, All (t million)",metric ton,2018,12763.28325
Vanuatu,"Domestic Material Consumption, All (t million)",metric ton,2018,2426097.10746
Australia,"Domestic Material Consumption, All (t million)",metric ton,2018,1010843170.2861
Japan,"Domestic Material Consumption, All (t million)",metric ton,2018,1191880239.0358
New Zealand,"Domestic Material Consumption, All (t million)",metric ton,2018,164936839.24974
"Taipei,China","Domestic Material Consumption, All (t million)",metric ton,2019,276702500.0
Afghanistan,"Domestic Material Consumption, All (t million)",metric ton,2019,46564116.72465
Armenia,"Domestic Material Consumption, All (t million)",metric ton,2019,49306798.25709
Azerbaijan,"Domestic Material Consumption, All (t million)",metric ton,2019,96040441.18828
Georgia,"Domestic Material Consumption, All (t million)",metric ton,2019,45114995.0301
Kazakhstan,"Domestic Material Consumption, All (t million)",metric ton,2019,561836256.72286
Kyrgyz Republic,"Domestic Material Consumption, All (t million)",metric ton,2019,55605630.94046
Pakistan,"Domestic Material Consumption, All (t million)",metric ton,2019,854019378.41685
Tajikistan,"Domestic Material Consumption, All (t million)",metric ton,2019,59559020.95065
Turkmenistan,"Domestic Material Consumption, All (t million)",metric ton,2019,80286815.46768
Uzbekistan,"Domestic Material Consumption, All (t million)",metric ton,2019,332487085.9582
"China, People's Republic of","Domestic Material Consumption, All (t million)",metric ton,2019,32667400959.372
"Hong Kong, China","Domestic Material Consumption, All (t million)",metric ton,2019,132088207.04657
"Korea, Republic of","Domestic Material Consumption, All (t million)",metric ton,2019,920410002.58402
Mongolia,"Domestic Material Consumption, All (t million)",metric ton,2019,239203595.81494
Bangladesh,"Domestic Material Consumption, All (t million)",metric ton,2019,415767155.6813
Bhutan,"Domestic Material Consumption, All (t million)",metric ton,2019,21176597.60915
India,"Domestic Material Consumption, All (t million)",metric ton,2019,7456986191.0672
Maldives,"Domestic Material Consumption, All (t million)",metric ton,2019,5787686.00061
Nepal,"Domestic Material Consumption, All (t million)",metric ton,2019,160773155.69435
Sri Lanka,"Domestic Material Consumption, All (t million)",metric ton,2019,80104451.1888
Brunei Darussalam,"Domestic Material Consumption, All (t million)",metric ton,2019,4385050.79188
Cambodia,"Domestic Material Consumption, All (t million)",metric ton,2019,124109080.72505
Indonesia,"Domestic Material Consumption, All (t million)",metric ton,2019,1805636115.1381
Lao People's Democratic Republic,"Domestic Material Consumption, All (t million)",metric ton,2019,105181710.69042
Malaysia,"Domestic Material Consumption, All (t million)",metric ton,2019,675121085.67451
Myanmar,"Domestic Material Consumption, All (t million)",metric ton,2019,228998504.75652
Philippines,"Domestic Material Consumption, All (t million)",metric ton,2019,887800917.36396
Singapore,"Domestic Material Consumption, All (t million)",metric ton,2019,119777891.15456
Thailand,"Domestic Material Consumption, All (t million)",metric ton,2019,830939268.80696
Timor-Leste,"Domestic Material Consumption, All (t million)",metric ton,2019,6065961.88076
Viet Nam,"Domestic Material Consumption, All (t million)",metric ton,2019,879284990.47
Cook Islands,"Domestic Material Consumption, All (t million)",metric ton,2019,71261.96953
Fiji,"Domestic Material Consumption, All (t million)",metric ton,2019,4818898.56761
Kiribati,"Domestic Material Consumption, All (t million)",metric ton,2019,647690.66619
Marshall Islands,"Domestic Material Consumption, All (t million)",metric ton,2019,113059.11929
"Micronesia, Federated States of","Domestic Material Consumption, All (t million)",metric ton,2019,394922.41087
Nauru,"Domestic Material Consumption, All (t million)",metric ton,2019,101997.41039
Palau,"Domestic Material Consumption, All (t million)",metric ton,2019,157658.09415
Papua New Guinea,"Domestic Material Consumption, All (t million)",metric ton,2019,72036682.2108
Samoa,"Domestic Material Consumption, All (t million)",metric ton,2019,1652703.09721
Solomon Islands,"Domestic Material Consumption, All (t million)",metric ton,2019,6488234.20285
Tonga,"Domestic Material Consumption, All (t million)",metric ton,2019,3842691.94387
Tuvalu,"Domestic Material Consumption, All (t million)",metric ton,2019,11307.43409
Vanuatu,"Domestic Material Consumption, All (t million)",metric ton,2019,2473508.71528
Australia,"Domestic Material Consumption, All (t million)",metric ton,2019,1064589516.4709
Japan,"Domestic Material Consumption, All (t million)",metric ton,2019,1141976760.6622
New Zealand,"Domestic Material Consumption, All (t million)",metric ton,2019,163817614.77109
